Sn. No,Report Date,Run Date,Unique Product ID,Brand Name,Category,Product Description,Quantity,City,Pincode,Area,FG Code,SKU ID,Platform,MRP,Selling Price,Stock Availability (Y/N),Discount
6776,25-04-2025,24-04-2025,NUVRAA000018,Bikaji,Mithai,Bikaji Gol-M-Gol Gulab Jamun,1.25,bangalore,560037,560037,FG001086,IMQ6EB6CG2,Swiggy,275,220,Yes,20
6777,25-04-2025,24-04-2025,NUVRAA000019,Bikaji,Mithai,Bikajii Gulab Jamun,500,delhi,110064,110064,FG002993,52ZDJID2UI,Swiggy,140,119,Yes,15
6778,25-04-2025,24-04-2025,NUVRAA000018,Bikaji,Mithai,Bikaji Gol-M-Gol Gulab Jamun,1.25,hyderabad,500016,500016,FG001086,IMQ6EB6CG2,Swiggy,275,220,Yes,20
6779,25-04-2025,24-04-2025,NUVRAA000018,Bikaji,Mithai,Gulab Jamun 1.25 Kg*15,,hyderabad,500081,500081,FG001086,IMQ6EB6CG2,Swiggy,,,No,
6780,25-04-2025,24-04-2025,NUVRAA000018,Bikaji,Mithai,Bikaji Gol-M-Gol Gulab Jamun,1.25,hyderabad,500032,500032,FG001086,IMQ6EB6CG2,Swiggy,275,220,Yes,20
6781,25-04-2025,24-04-2025,NUVRAA000019,Bikaji,Mithai,Bikajii Gulab Jamun,500,bangalore,560087,560087,FG002993,52ZDJID2UI,Swiggy,180,153,Yes,15
6782,25-04-2025,24-04-2025,NUVRAA000018,Bikaji,Mithai,Bikaji Gol-M-Gol Gulab Jamun,1.25,bangalore,560068,560068,FG001086,IMQ6EB6CG2,Swiggy,275,220,Yes,20
6783,25-04-2025,24-04-2025,NUVRAA000019,Bikaji,Mithai,Bikajii Gulab Jamun,500,hyderabad,560017,560017,FG002993,52ZDJID2UI,Swiggy,180,153,Yes,15
6784,25-04-2025,24-04-2025,NUVRAA000019,Bikaji,Mithai,Gulabjamun (Super) 500Gm * 16,,delhi,122017,122017,FG002993,52ZDJID2UI,Swiggy,,,No,
6785,25-04-2025,24-04-2025,NUVRAA000019,Bikaji,Mithai,Bikajii Gulab Jamun,500,delhi,110023,110023,FG002993,52ZDJID2UI,Swiggy,140,119,Yes,15
6786,25-04-2025,24-04-2025,NUVRAA000019,Bikaji,Mithai,Bikajii Gulab Jamun,500,hyderabad,560038,560038,FG002993,52ZDJID2UI,Swiggy,180,153,Yes,15
6787,25-04-2025,24-04-2025,NUVRAA000019,Bikaji,Mithai,Bikajii Gulab Jamun,500,delhi,110075,110075,FG002993,52ZDJID2UI,Swiggy,140,119,Yes,15
6788,25-04-2025,24-04-2025,NUVRAA000019,Bikaji,Mithai,Bikajii Gulab Jamun,500,mumbai,400028,400028,FG002993,52ZDJID2UI,Swiggy,180,153,Yes,15
6789,25-04-2025,24-04-2025,NUVRAA000018,Bikaji,Mithai,Bikaji Gol-M-Gol Gulab Jamun,1.25,hyderabad,500038,500038,FG001086,IMQ6EB6CG2,Swiggy,275,220,Yes,20
6790,25-04-2025,24-04-2025,NUVRAA000019,Bikaji,Mithai,Bikajii Gulab Jamun,500,mumbai,400053,400053,FG002993,52ZDJID2UI,Swiggy,180,153,Yes,15
6791,25-04-2025,24-04-2025,NUVRAA000019,Bikaji,Mithai,Bikajii Gulab Jamun,500,delhi,110001,110001,FG002993,52ZDJID2UI,Swiggy,140,119,Yes,15
6792,25-04-2025,24-04-2025,NUVRAA000019,Bikaji,Mithai,Bikajii Gulab Jamun,500,mumbai,400092,400092,FG002993,52ZDJID2UI,Swiggy,180,153,Yes,15
6793,25-04-2025,24-04-2025,NUVRAA000019,Bikaji,Mithai,Bikajii Gulab Jamun,500,mumbai,400001,400001,FG002993,52ZDJID2UI,Swiggy,180,153,Yes,15
6794,25-04-2025,24-04-2025,NUVRAA000043,Bikaji,Mithai,Soan Papri Mb-450 Gm*10.8,,mumbai,400001,400001,FG001972,CNN5TVC6YI,Swiggy,,,No,
6795,25-04-2025,24-04-2025,NUVRAA000043,Bikaji,Mithai,Soan Papri Mb-450 Gm*10.8,,mumbai,400013,400013,FG001972,CNN5TVC6YI,Swiggy,,,No,
6796,25-04-2025,24-04-2025,NUVRAA000019,Bikaji,Mithai,Bikajii Gulab Jamun,500,delhi,110019,110019,FG002993,52ZDJID2UI,Swiggy,140,119,Yes,15
6797,25-04-2025,24-04-2025,NUVRAA000043,Bikaji,Mithai,Soan Papri Mb-450 Gm*10.8,,mumbai,400053,400053,FG001972,CNN5TVC6YI,Swiggy,,,No,
6798,25-04-2025,24-04-2025,NUVRAA000002,Bikaji,Bhujia,Bikaji Bikaneri Bhujia,200,bangalore,560076,560076,FG001850,4267Y7H330,Swiggy,62,59,Yes,5
6799,25-04-2025,24-04-2025,NUVRAA000002,Bikaji,Bhujia,Bikaji Bikaneri Bhujia,200,bangalore,560037,560037,FG001850,4267Y7H330,Swiggy,62,59,Yes,5
6800,25-04-2025,24-04-2025,NUVRAA000002,Bikaji,Bhujia,Bikaji Bikaneri Bhujia,200,hyderabad,500016,500016,FG001850,4267Y7H330,Swiggy,62,59,No,5
6801,25-04-2025,24-04-2025,NUVRAA000002,Bikaji,Bhujia,Bikaji Bikaneri Bhujia,200,bangalore,560001,560001,FG001850,4267Y7H330,Swiggy,62,59,Yes,5
6802,25-04-2025,24-04-2025,NUVRAA000002,Bikaji,Bhujia,Bikaji Bikaneri Bhujia,200,bangalore,560068,560068,FG001850,4267Y7H330,Swiggy,62,59,No,5
6803,25-04-2025,24-04-2025,NUVRAA000003,Bikaji,Bhujia,Bikaji Bikaneri Bhujia,400,delhi,110064,110064,FG000010,NNNRGFOUCS,Swiggy,120,113,Yes,6
6804,25-04-2025,24-04-2025,NUVRAA000003,Bikaji,Bhujia,Bikaji Bikaneri Bhujia,400,delhi,110023,110023,FG000010,NNNRGFOUCS,Swiggy,122,115,Yes,6
6805,25-04-2025,24-04-2025,NUVRAA000003,Bikaji,Bhujia,Bikaji Bikaneri Bhujia,400,bangalore,560087,560087,FG000010,NNNRGFOUCS,Swiggy,122,115,Yes,6
6806,25-04-2025,24-04-2025,NUVRAA000003,Bikaji,Bhujia,Bikaji Bikaneri Bhujia,400,mumbai,400050,400050,FG000010,NNNRGFOUCS,Swiggy,122,115,Yes,6
6807,25-04-2025,24-04-2025,NUVRAA000003,Bikaji,Bhujia,Bikaji Bikaneri Bhujia,400,hyderabad,560038,560038,FG000010,NNNRGFOUCS,Swiggy,122,115,No,6
6808,25-04-2025,24-04-2025,NUVRAA000003,Bikaji,Bhujia,Bikaji Bikaneri Bhujia,400,mumbai,400053,400053,FG000010,NNNRGFOUCS,Swiggy,122,115,Yes,6
6809,25-04-2025,24-04-2025,NUVRAA000003,Bikaji,Bhujia,Bikaji Bikaneri Bhujia,400,delhi,110001,110001,FG000010,NNNRGFOUCS,Swiggy,120,113,Yes,6
6810,25-04-2025,24-04-2025,NUVRAA000003,Bikaji,Bhujia,Bikaji Bikaneri Bhujia,400,mumbai,400013,400013,FG000010,NNNRGFOUCS,Swiggy,122,115,Yes,6
6811,25-04-2025,24-04-2025,NUVRAA000003,Bikaji,Bhujia,Bikaji Bikaneri Bhujia,400,delhi,110075,110075,FG000010,NNNRGFOUCS,Swiggy,122,115,Yes,6
6812,25-04-2025,24-04-2025,NUVRAA000003,Bikaji,Bhujia,Bikaji Bikaneri Bhujia,400,mumbai,400092,400092,FG000010,NNNRGFOUCS,Swiggy,122,115,Yes,6
6813,25-04-2025,24-04-2025,NUVRAA000003,Bikaji,Bhujia,Bikaji Bikaneri Bhujia,400,delhi,110017,110017,FG000010,NNNRGFOUCS,Swiggy,122,115,Yes,6
6814,25-04-2025,24-04-2025,NUVRAA000003,Bikaji,Bhujia,Bikaji Bikaneri Bhujia,400,delhi,110019,110019,FG000010,NNNRGFOUCS,Swiggy,122,115,Yes,6
6815,25-04-2025,24-04-2025,NUVRAA000003,Bikaji,Bhujia,Bikaji Bikaneri Bhujia,400,delhi,110015,110015,FG000010,NNNRGFOUCS,Swiggy,120,113,Yes,6
6816,25-04-2025,24-04-2025,NUVRAA000003,Bikaji,Bhujia,Bikaji Bikaneri Bhujia,400,bangalore,560068,560068,FG000010,NNNRGFOUCS,Swiggy,122,115,Yes,6
6817,25-04-2025,24-04-2025,NUVRAA000003,Bikaji,Bhujia,Bikaji Bikaneri Bhujia,400,bangalore,560037,560037,FG000010,NNNRGFOUCS,Swiggy,120,113,Yes,6
6818,25-04-2025,24-04-2025,NUVRAA000003,Bikaji,Bhujia,Bikaji Bikaneri Bhujia,400,bangalore,560103,560103,FG000010,NNNRGFOUCS,Swiggy,122,115,Yes,6
6819,25-04-2025,24-04-2025,NUVRAA000003,Bikaji,Bhujia,Bikaji Bikaneri Bhujia,400,bangalore,560076,560076,FG000010,NNNRGFOUCS,Swiggy,122,115,Yes,6
6820,25-04-2025,24-04-2025,NUVRAA000003,Bikaji,Bhujia,Bikaji Bikaneri Bhujia,400,hyderabad,500081,500081,FG000010,NNNRGFOUCS,Swiggy,120,113,No,6
6821,25-04-2025,24-04-2025,NUVRAA000003,Bikaji,Bhujia,Bikaji Bikaneri Bhujia,400,hyderabad,500016,500016,FG000010,NNNRGFOUCS,Swiggy,122,115,No,6
6822,25-04-2025,24-04-2025,NUVRAA000003,Bikaji,Bhujia,Bikaji Bikaneri Bhujia,400,hyderabad,500032,500032,FG000010,NNNRGFOUCS,Swiggy,122,115,Yes,6
6823,25-04-2025,24-04-2025,NUVRAA000013,Bikaji,Namkeen,Bikaji Chowpati Bhelpuri,110,hyderabad,560017,560017,FG006188,6A7ZT3X8GG,Swiggy,49,39,Yes,20
6824,25-04-2025,24-04-2025,NUVRAA000001,Bikaji,Bhujia,Bhujia No.1 - 1 Kg*24,,delhi,110064,110064,FG000011,08587af4-792e-435f-8f5a-fba1dbcb637f,Zepto,350,322,No,8
6825,25-04-2025,24-04-2025,NUVRAA000002,Bikaji,Bhujia,Bhujia No.1 - 200 Gm*16,,delhi,110064,110064,FG001850,SNSGD2UHYGGE2YBZ,Zepto,,,No,
6826,25-04-2025,24-04-2025,NUVRAA000003,Bikaji,Bhujia,Bhujia No.1 - 400 Gm*24,,delhi,110064,110064,FG000010,e2bccb76-89cd-476f-8a01-6345a4cea506,Zepto,122,113,Yes,7
6827,25-04-2025,24-04-2025,NUVRAA000004,Bikaji,Bhujia,Bhujia Ratlami Chatpata(Sp)400G*16,,delhi,110064,110064,FG001538,46fdd5ea-29bc-4072-a28e-5d24c4d502d7,Zepto,110,102,No,7
6828,25-04-2025,24-04-2025,NUVRAA000014,Bikaji,Namkeen,Chowpati Bhelpuri-300G*12,,delhi,110064,110064,FG000266,818e37b7-634b-444e-aef5-49128bc2711e,Zepto,60,60,No,0
6829,25-04-2025,24-04-2025,NUVRAA000015,Bikaji,Namkeen,Classic Salted Peanuts 200 Gm*12,,delhi,110064,110064,FG000484,4dd59ec7-0c45-425b-9633-289c8de56c5e,Zepto,60,60,No,0
6830,25-04-2025,24-04-2025,NUVRAA000016,Bikaji,Namkeen,Falahari Chips 70Gm * 4.2,,delhi,110064,110064,FG004351,bf7411cc-c4f0-4e6f-a6f7-37504c67a2e9,Zepto,45,34,No,24
6831,25-04-2025,24-04-2025,NUVRAA000017,Bikaji,Namkeen,Falahari Mix.- 200 Gm*12,,delhi,110064,110064,FG000516,ae93f5f1-cac3-4b17-a2b0-8320c33f658d,Zepto,80,60,No,25
6832,25-04-2025,24-04-2025,NUVRAA000018,Bikaji,Mithai,Gulab Jamun 1.25 Kg*15,,delhi,110064,110064,FG001086,091fb0a8-2a0a-4382-8feb-6c8c9738ce2d,Zepto,,,No,
6833,25-04-2025,24-04-2025,NUVRAA000019,Bikaji,Mithai,Gulabjamun (Super) 500Gm * 16,,delhi,110064,110064,FG002993,e175d19e-e302-4cc0-8952-fa6b8db10b18,Zepto,120,111,No,8
6834,25-04-2025,24-04-2025,NUVRAA000023,Bikaji,Namkeen,Kolkatta Chanachur400G* 16,,delhi,110064,110064,FG002107,0a821899-f849-4a2d-8f39-5aec235b3866,Zepto,115,106,No,8
6835,25-04-2025,24-04-2025,NUVRAA000025,Bikaji,Namkeen,Kuch-Kuch - 200 Gm*16,,delhi,110064,110064,FG000477,69719244-748d-4c36-b9d5-74d7ee99dcdc,Zepto,,,No,
6836,25-04-2025,24-04-2025,NUVRAA000026,Bikaji,Namkeen,Kuch-Kuch - 400 Gm*16,,delhi,110064,110064,FG000100,0e8c83f9-d2bc-41f4-8531-c5f5ae9dd2d1,Zepto,120,111,No,8
6837,25-04-2025,24-04-2025,NUVRAA000027,Bikaji,Namkeen,Mastkeen 350G * 10.5,,delhi,110064,110064,FG002325,1615ce6d-24e7-4217-bb83-15e24a3c44d7,Zepto,120,118,No,2
6838,25-04-2025,24-04-2025,NUVRAA000028,Bikaji,Namkeen,Moong Dal - 400 Gm * 16,,delhi,110064,110064,FG002508,1d8a80c2-1589-4f75-99aa-281112f96d14,Zepto,122,113,Yes,7
6839,25-04-2025,24-04-2025,NUVRAA000030,Bikaji,Namkeen,Moong Dal 200 Gm * 12,,delhi,110064,110064,FG004941,1ebb3ab9-b499-4389-bf05-97340c32822f,Zepto,,,No,
6840,25-04-2025,24-04-2025,NUVRAA000031,Bikaji,Namkeen,NUT CRACKER (CB)*150Gm*9,,delhi,110064,110064,FG005831,b853b91d-4254-4a6d-ba5c-1238c93c26ec,Zepto,70,53,No,24
6841,25-04-2025,24-04-2025,NUVRAA000032,Bikaji,Namkeen,Papad Baat Cheet-1Kg*20,,delhi,110064,110064,FG000044,dc3fb32d-0fd1-430c-85c3-39530a09817b,Zepto,310,286,No,8
6842,25-04-2025,24-04-2025,NUVRAA000033,Bikaji,Namkeen,Papad Baat Cheet-400 Gm*20,,delhi,110064,110064,FG000042,SNSGD2UHZYHE68ZB,Zepto,,,No,
6843,25-04-2025,24-04-2025,NUVRAA000034,Bikaji,Namkeen,Papad Dil Khush-400 Gm*20,,delhi,110064,110064,FG000046,33d6ecb6-9ca1-4520-b037-c4ec808ab139,Zepto,,,No,
6844,25-04-2025,24-04-2025,NUVRAA000035,Bikaji,Namkeen,PUNJABI TADKA (CB)*150Gm*7.20,,delhi,110064,110064,FG005832,SNSGD2UZHZ2PTATU,Zepto,,,No,
6845,25-04-2025,24-04-2025,NUVRAA000001,Bikaji,Bhujia,Bhujia No.1 - 1 Kg*24,,delhi,110064,110064,FG000011,08587af4-792e-435f-8f5a-fba1dbcb637f,Zepto,350,322,No,8
6846,25-04-2025,24-04-2025,NUVRAA000037,Bikaji,Mithai,Rasgulla Super 500Gm * 16,,delhi,110064,110064,FG002925,4d81f9de-4efa-417b-b85b-0cc03139bd4e,Zepto,100,92,No,8
6847,25-04-2025,24-04-2025,NUVRAA000038,Bikaji,Mithai,Rasgulla(Eb)-1.25Kg*15,,delhi,110064,110064,FG001003,4c4cb729-0ecb-429c-bb89-6a43994ce021,Zepto,250,230,Yes,8
6848,25-04-2025,24-04-2025,NUVRAA000042,Bikaji,Mithai,Soan Papri Mb-200 Gm*10,,delhi,110064,110064,FG000069,f8b7bcea-4d84-43a8-a9b8-104cef7981ba,Zepto,62,57,Yes,8
6849,25-04-2025,24-04-2025,NUVRAA000043,Bikaji,Mithai,Soan Papri Mb-450 Gm*10.8,,delhi,110064,110064,FG001972,fa98e63d-61c3-4905-b414-0492e396dc68,Zepto,130,124,No,5
6850,25-04-2025,24-04-2025,NUVRAA000044,Bikaji,Namkeen,Soya Sticks Masala Munch 200Gm * 9.6,,delhi,110064,110064,FG004807,ee24a095-ddc8-44d8-8ae0-37e8084e90e5,Zepto,80,60,No,25
6851,25-04-2025,24-04-2025,NUVRAA000045,Bikaji,Namkeen,Tana Bana - 200 Gm*12,,delhi,110064,110064,FG004890,SNSGD2UZEAHYPX8X,Zepto,,,No,
6852,25-04-2025,24-04-2025,NUVRAA000048,Bikaji,Bhujia,Tana Tan - 200 Gm*12,,delhi,110064,110064,FG004886,SNSGD2UZ6FRCHHZZ,Zepto,,,No,
6853,25-04-2025,24-04-2025,NUVRAA000049,Bikaji,Bhujia,Tana Tan - 400 Gm*16,,delhi,110064,110064,FG000039,f14dd473-d141-4767-bf12-ed0395965b84,Zepto,110,105,No,5
6854,25-04-2025,24-04-2025,NUVRAA000050,Bikaji,Bhujia,Tana Tan 1kg * 12,,delhi,110064,110064,FG004822,b1965f13-6ddb-429d-b8ea-49821560059c,Zepto,330,295,No,11
6855,25-04-2025,24-04-2025,NUVRAA000001,Haldiram,Bhujia,Bhujia No.1 - 1 Kg*24,,delhi,110064,110064,FG000011,7a990f81-af0e-442b-bd40-d49f9c22a728,Zepto,290,290,Yes,0
6856,25-04-2025,24-04-2025,NUVRAA000002,Haldiram,Bhujia,Bhujia No.1 - 200 Gm*16,,delhi,110064,110064,FG001850,3cbfea0c-f23f-4101-aa8f-a724cb5f3814,Zepto,60,60,No,0
6857,25-04-2025,24-04-2025,NUVRAA000004,Haldiram,Bhujia,Bhujia Ratlami Chatpata(Sp)400G*16,,delhi,110064,110064,FG001538,b9af1cff-5344-4b4d-8cb2-6782d219c880,Zepto,95,95,No,0
6858,25-04-2025,24-04-2025,NUVRAA000005,Haldiram,Namkeen,Boondi Plain 150 GM*9.6,,delhi,110064,110064,FG000489,e0a2e039-95a3-4de9-935d-537a6aa60e3d,Zepto,55,55,No,0
6859,25-04-2025,24-04-2025,NUVRAA000013,Haldiram,Namkeen,Chowpati Bhelpuri 110 Gm * 6.6,,delhi,110064,110064,FG006188,7d6cce80-01e0-426f-a8e1-d72753129a21,Zepto,70,70,No,0
6860,25-04-2025,24-04-2025,NUVRAA000014,Haldiram,Namkeen,Chowpati Bhelpuri-300G*12,,delhi,110064,110064,FG000266,f2780513-d1cf-4a6a-939f-b9c1812dacc3,Zepto,120,120,No,0
6861,25-04-2025,24-04-2025,NUVRAA000015,Haldiram,Namkeen,Classic Salted Peanuts 200 Gm*12,,delhi,110064,110064,FG000484,433d67d1-416e-431c-921b-84898116b255,Zepto,55,55,Yes,0
6862,25-04-2025,24-04-2025,NUVRAA000018,Haldiram,Mithai,Gulab Jamun 1.25 Kg*15,,delhi,110064,110064,FG001086,b93e6d61-be84-4012-bc00-cf5c12efedc7,Zepto,225,225,Yes,0
6863,25-04-2025,24-04-2025,NUVRAA000028,Haldiram,Namkeen,Moong Dal - 400 Gm * 16,,delhi,110064,110064,FG002508,7732e61a-aa6c-4204-b7eb-30252fc64724,Zepto,120,120,No,0
6864,25-04-2025,24-04-2025,NUVRAA000030,Haldiram,Namkeen,Moong Dal 200 Gm * 12,,delhi,110064,110064,FG004941,ceec0d69-5c5f-46f6-81dc-6e13c947a25f,Zepto,60,60,Yes,0
6865,25-04-2025,24-04-2025,NUVRAA000031,Haldiram,Namkeen,NUT CRACKER (CB)*150Gm*9,,delhi,110064,110064,FG005831,a33c25b7-29a8-434e-83ef-8a6fac821af9,Zepto,55,55,No,0
6866,25-04-2025,24-04-2025,NUVRAA000038,Haldiram,Mithai,Rasgulla(Eb)-1.25Kg*15,,delhi,110064,110064,FG001003,d8681042-bb3b-4cd6-8071-81dcbf0ec2f9,Zepto,225,225,No,0
6867,25-04-2025,24-04-2025,NUVRAA000042,Haldiram,Mithai,Soan Papri Mb-200 Gm*10,,delhi,110064,110064,FG000069,b6d59391-ee25-4c83-ac6d-f0fa02d36d65,Zepto,115,115,No,0
6868,25-04-2025,24-04-2025,NUVRAA000044,Haldiram,Namkeen,Soya Sticks Masala Munch 200Gm * 9.6,,delhi,110064,110064,FG004807,a478e823-a702-4232-9898-0510a02ce54d,Zepto,45,45,No,0
6869,25-04-2025,24-04-2025,NUVRAA000001,Bikano,Bhujia,Bhujia No.1 - 1 Kg*24,,delhi,110064,110064,FG000011,3b399a42-98eb-42fb-8e5d-faee2919b19e,Zepto,320,320,Yes,0
6870,25-04-2025,24-04-2025,NUVRAA000002,Bikano,Bhujia,Bhujia No.1 - 200 Gm*16,,delhi,110064,110064,FG001850,a3df31e0-3d68-4308-969e-296301c30d62,Zepto,60,60,Yes,0
6871,25-04-2025,24-04-2025,NUVRAA000015,Bikano,Namkeen,Classic Salted Peanuts 200 Gm*12,,delhi,110064,110064,FG000484,8c853e72-3467-4bc5-8006-f048ddc890c5,Zepto,60,60,Yes,0
6876,25-04-2025,24-04-2025,NUVRAA000001,Bikaji,Bhujia,Bhujia No.1 - 1 Kg*24,,bangalore,560037,560037,FG000011,08587af4-792e-435f-8f5a-fba1dbcb637f,Zepto,350,322,No,8
6877,25-04-2025,24-04-2025,NUVRAA000002,Bikaji,Bhujia,Bhujia No.1 - 200 Gm*16,,bangalore,560037,560037,FG001850,SNSGD2UHYGGE2YBZ,Zepto,,,No,
6878,25-04-2025,24-04-2025,NUVRAA000003,Bikaji,Bhujia,Bhujia No.1 - 400 Gm*24,,bangalore,560037,560037,FG000010,e2bccb76-89cd-476f-8a01-6345a4cea506,Zepto,,,No,
6879,25-04-2025,24-04-2025,NUVRAA000004,Bikaji,Bhujia,Bhujia Ratlami Chatpata(Sp)400G*16,,bangalore,560037,560037,FG001538,46fdd5ea-29bc-4072-a28e-5d24c4d502d7,Zepto,110,102,No,7
6880,25-04-2025,24-04-2025,NUVRAA000014,Bikaji,Namkeen,Chowpati Bhelpuri-300G*12,,bangalore,560037,560037,FG000266,818e37b7-634b-444e-aef5-49128bc2711e,Zepto,60,60,No,0
6881,25-04-2025,24-04-2025,NUVRAA000015,Bikaji,Namkeen,Classic Salted Peanuts 200 Gm*12,,bangalore,560037,560037,FG000484,4dd59ec7-0c45-425b-9633-289c8de56c5e,Zepto,62,62,No,0
6882,25-04-2025,24-04-2025,NUVRAA000016,Bikaji,Namkeen,Falahari Chips 70Gm * 4.2,,bangalore,560037,560037,FG004351,bf7411cc-c4f0-4e6f-a6f7-37504c67a2e9,Zepto,45,34,No,24
6883,25-04-2025,24-04-2025,NUVRAA000017,Bikaji,Namkeen,Falahari Mix.- 200 Gm*12,,bangalore,560037,560037,FG000516,ae93f5f1-cac3-4b17-a2b0-8320c33f658d,Zepto,80,60,Yes,25
6884,25-04-2025,24-04-2025,NUVRAA000018,Bikaji,Mithai,Gulab Jamun 1.25 Kg*15,,bangalore,560037,560037,FG001086,091fb0a8-2a0a-4382-8feb-6c8c9738ce2d,Zepto,275,253,Yes,8
6885,25-04-2025,24-04-2025,NUVRAA000019,Bikaji,Mithai,Gulabjamun (Super) 500Gm * 16,,bangalore,560037,560037,FG002993,e175d19e-e302-4cc0-8952-fa6b8db10b18,Zepto,120,111,No,8
6886,25-04-2025,24-04-2025,NUVRAA000023,Bikaji,Namkeen,Kolkatta Chanachur400G* 16,,bangalore,560037,560037,FG002107,0a821899-f849-4a2d-8f39-5aec235b3866,Zepto,115,106,No,8
6887,25-04-2025,24-04-2025,NUVRAA000025,Bikaji,Namkeen,Kuch-Kuch - 200 Gm*16,,bangalore,560037,560037,FG000477,69719244-748d-4c36-b9d5-74d7ee99dcdc,Zepto,,,No,
6888,25-04-2025,24-04-2025,NUVRAA000026,Bikaji,Namkeen,Kuch-Kuch - 400 Gm*16,,bangalore,560037,560037,FG000100,0e8c83f9-d2bc-41f4-8531-c5f5ae9dd2d1,Zepto,122,113,Yes,7
6889,25-04-2025,24-04-2025,NUVRAA000027,Bikaji,Namkeen,Mastkeen 350G * 10.5,,bangalore,560037,560037,FG002325,1615ce6d-24e7-4217-bb83-15e24a3c44d7,Zepto,120,118,No,2
6890,25-04-2025,24-04-2025,NUVRAA000028,Bikaji,Namkeen,Moong Dal - 400 Gm * 16,,bangalore,560037,560037,FG002508,1d8a80c2-1589-4f75-99aa-281112f96d14,Zepto,115,110,No,4
6891,25-04-2025,24-04-2025,NUVRAA000030,Bikaji,Namkeen,Moong Dal 200 Gm * 12,,bangalore,560037,560037,FG004941,1ebb3ab9-b499-4389-bf05-97340c32822f,Zepto,62,61,No,2
6892,25-04-2025,24-04-2025,NUVRAA000031,Bikaji,Namkeen,NUT CRACKER (CB)*150Gm*9,,bangalore,560037,560037,FG005831,b853b91d-4254-4a6d-ba5c-1238c93c26ec,Zepto,70,53,No,24
6893,25-04-2025,24-04-2025,NUVRAA000032,Bikaji,Namkeen,Papad Baat Cheet-1Kg*20,,bangalore,560037,560037,FG000044,dc3fb32d-0fd1-430c-85c3-39530a09817b,Zepto,310,286,No,8
6894,25-04-2025,24-04-2025,NUVRAA000033,Bikaji,Namkeen,Papad Baat Cheet-400 Gm*20,,bangalore,560037,560037,FG000042,SNSGD2UHZYHE68ZB,Zepto,,,No,
6895,25-04-2025,24-04-2025,NUVRAA000034,Bikaji,Namkeen,Papad Dil Khush-400 Gm*20,,bangalore,560037,560037,FG000046,33d6ecb6-9ca1-4520-b037-c4ec808ab139,Zepto,,,No,
6896,25-04-2025,24-04-2025,NUVRAA000035,Bikaji,Namkeen,PUNJABI TADKA (CB)*150Gm*7.20,,bangalore,560037,560037,FG005832,SNSGD2UZHZ2PTATU,Zepto,,,No,
6897,25-04-2025,24-04-2025,NUVRAA000001,Bikaji,Bhujia,Bhujia No.1 - 1 Kg*24,,bangalore,560037,560037,FG000011,08587af4-792e-435f-8f5a-fba1dbcb637f,Zepto,350,322,No,8
6898,25-04-2025,24-04-2025,NUVRAA000037,Bikaji,Mithai,Rasgulla Super 500Gm * 16,,bangalore,560037,560037,FG002925,4d81f9de-4efa-417b-b85b-0cc03139bd4e,Zepto,100,92,No,8
6899,25-04-2025,24-04-2025,NUVRAA000038,Bikaji,Mithai,Rasgulla(Eb)-1.25Kg*15,,bangalore,560037,560037,FG001003,4c4cb729-0ecb-429c-bb89-6a43994ce021,Zepto,,,No,
6900,25-04-2025,24-04-2025,NUVRAA000042,Bikaji,Mithai,Soan Papri Mb-200 Gm*10,,bangalore,560037,560037,FG000069,f8b7bcea-4d84-43a8-a9b8-104cef7981ba,Zepto,62,58,Yes,6
6901,25-04-2025,24-04-2025,NUVRAA000043,Bikaji,Mithai,Soan Papri Mb-450 Gm*10.8,,bangalore,560037,560037,FG001972,fa98e63d-61c3-4905-b414-0492e396dc68,Zepto,135,125,No,7
6902,25-04-2025,24-04-2025,NUVRAA000044,Bikaji,Namkeen,Soya Sticks Masala Munch 200Gm * 9.6,,bangalore,560037,560037,FG004807,ee24a095-ddc8-44d8-8ae0-37e8084e90e5,Zepto,80,60,No,25
6903,25-04-2025,24-04-2025,NUVRAA000045,Bikaji,Namkeen,Tana Bana - 200 Gm*12,,bangalore,560037,560037,FG004890,SNSGD2UZEAHYPX8X,Zepto,,,No,
6904,25-04-2025,24-04-2025,NUVRAA000048,Bikaji,Bhujia,Tana Tan - 200 Gm*12,,bangalore,560037,560037,FG004886,SNSGD2UZ6FRCHHZZ,Zepto,,,No,
6905,25-04-2025,24-04-2025,NUVRAA000049,Bikaji,Bhujia,Tana Tan - 400 Gm*16,,bangalore,560037,560037,FG000039,f14dd473-d141-4767-bf12-ed0395965b84,Zepto,120,111,Yes,8
6906,25-04-2025,24-04-2025,NUVRAA000050,Bikaji,Bhujia,Tana Tan 1kg * 12,,bangalore,560037,560037,FG004822,b1965f13-6ddb-429d-b8ea-49821560059c,Zepto,,,No,
6907,25-04-2025,24-04-2025,NUVRAA000001,Haldiram,Bhujia,Bhujia No.1 - 1 Kg*24,,bangalore,560037,560037,FG000011,7a990f81-af0e-442b-bd40-d49f9c22a728,Zepto,290,290,No,0
6908,25-04-2025,24-04-2025,NUVRAA000002,Haldiram,Bhujia,Bhujia No.1 - 200 Gm*16,,bangalore,560037,560037,FG001850,3cbfea0c-f23f-4101-aa8f-a724cb5f3814,Zepto,60,60,Yes,0
